reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
0118300013321000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0118300013321000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по технической поддержке сети ViPNet, поставку сертифицированных средств защиты информации и работы по вводу в эксплуатацию поставляемых средств защиты",АДМИНИСТРАЦИЯ  МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НОВОРОССИЙСК,/epz/organization/view/info.html?organizationId=659529,"1 950 000,67 ₽",18.01.2021,27.01.2021,26.01.2021,8890622
0318300466321000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0318300466321000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по сопровождению программного обеспечения автоматизированной системы оперативного управления диспетчерской службой скорой медицинской помощи,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАЛИНИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОНАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",/epz/organization/view/info.html?organizationId=709929,"148 166,67 ₽",19.01.2021,28.01.2021,27.01.2021,8890622
0373100128521000002,/epz/order/notice/ok504/view/common-info.html?regNumber=0373100128521000002,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме","Создание федеральной государственной информационной системы Единый информационный ресурс о земле и недвижимости в рамках эксперимента по созданию единого информационного ресурса о земле и недвижимости на территории отдельных муниципальных образований Краснодарского края, Пермского края, Иркутской области и Республики Татарстан","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНАЯ КАДАСТРОВАЯ ПАЛАТА ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ""",/epz/organization/view/info.html?organizationId=1395213,"394 248 480,00 ₽",20.01.2021,30.03.2021,22.03.2021,8890622
0119200001321000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0119200001321000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по разработке  и внедрению дополнительного модуля к программному комплексу для ЭВМ «Система информационных ресурсов Законодательного Собрания Красноярского края» «Мобильное рабочее место депутата Законодательного Собрания Красноярского края»,ЗАКОНОДАТЕЛЬНОЕ СОБРАНИЕ КРАСНОЯРСКОГО КРАЯ,/epz/organization/view/info.html?organizationId=636705,"1 380 000,00 ₽",22.01.2021,04.02.2021,02.02.2021,8890622
0348100010521000005,/epz/order/notice/ea44/view/common-info.html?regNumber=0348100010521000005,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Выполнение работ по разработке рабочего проекта по расширению функциональных возможностей подсистемы связи и передачи данных и подсистемы обеспечения безопасности информации регионального фрагмента ГАС «Выборы» города Санкт-Петербурга,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ИНФОРМАТИЗАЦИИ ПРИ ЦЕНТРАЛЬНОЙ ИЗБИРАТЕЛЬНОЙ КОМИССИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""",/epz/organization/view/info.html?organizationId=707515,"3 810 000,00 ₽",22.01.2021,04.02.2021,01.02.2021,8890622
0129100007521000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0129100007521000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","На оказание услуг по предоставлению справочной и
правовой информации в виде организации обновления и сопровождения требуемого
комплекта справочно-правовой системы «Консультант Плюс на 2021 год",СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=623920,"804 631,56 ₽",28.01.2021,10.02.2021,05.02.2021,8890622
0348300123721000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0348300123721000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Государственный контракт на оказание услуг по изготовлению ЭЦП для нужд ГБУЗ МО «РГБ» в 2021 году.,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""РОШАЛЬСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""",/epz/organization/view/info.html?organizationId=685732,"105 000,00 ₽",04.02.2021,24.02.2021,20.02.2021,8890622
0187200001721000025,/epz/order/notice/ok504/view/common-info.html?regNumber=0187200001721000025,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме",Выполнение работ по развитию государственной Территориальной информационной системы Ханты-Мансийского автономного округа – Югры и ее ведомственного сегмента,ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ,/epz/organization/view/info.html?organizationId=663495,"19 899 700,00 ₽",04.02.2021,15.03.2021,02.03.2021,8890622
0169300043121000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0169300043121000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Услуги по сопровождению Электронного периодического справочника ""Система ГАРАНТ"" (информационного продукта вычислительной техники) Комплект Гарант-Аналитик+Сетевая версия",АДМИНИСТРАЦИЯ КОРКИНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ,/epz/organization/view/info.html?organizationId=731995,"224 900,61 ₽",05.02.2021,18.02.2021,17.02.2021,8890622
0303200024021000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0303200024021000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","На оказание информационных услуг с использованием экземпляров систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными в Министерстве природных ресурсов и экологии Республики Дагестан экземплярами систем КонсультантПлюс для нужд Министерства природных ресурсов и экологии Республики Дагестан.",МИНИСТЕРСТВО ПРИРОДНЫХ РЕСУРСОВ И ЭКОЛОГИИ РЕСПУБЛИКИ ДАГЕСТАН,/epz/organization/view/info.html?organizationId=712633,"382 154,00 ₽",08.02.2021,16.02.2021,16.02.2021,8890622
