reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
2006500000121000001,/epz/order/notice/ea44/view/common-info.html?regNumber=2006500000121000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","оказание
услуг по информационному сопровождению и пополнению справочно-правовых систем
«Консультант Плюс»",ФОНД КАПИТАЛЬНОГО РЕМОНТА РЕСПУБЛИКИ КАРЕЛИЯ,/epz/organization/view/info.html?organizationId=2209242,"235 753,83 ₽",08.01.2021,18.01.2021,18.01.2021,8890631
0169300002721000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0169300002721000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Услуги по сопровождению СИСТЕМЫ (автоматизированной системы ""АЦК-Финансы"", установленной в Управлении финансов Агаповского муниципального района)",УПРАВЛЕНИЕ ФИНАНСОВ АГАПОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,/epz/organization/view/info.html?organizationId=711634,"2 069 008,00 ₽",11.01.2021,20.01.2021,19.01.2021,8890631
0180300010321000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0180300010321000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники) (далее — ЭПС «Система ГАРАНТ»), содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления формируемых Исполнителем экземпляров текущих версий специальных информационных массивов (далее — СИМ) ЭПС «Система ГАРАНТ»",АДМИНИСТРАЦИЯ ТАШТЫПСКОГО РАЙОНА РЕСПУБЛИКИ ХАКАСИЯ,/epz/organization/view/info.html?organizationId=758134,"155 657,37 ₽",11.01.2021,20.01.2021,20.01.2021,8890631
0169300005921000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0169300005921000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","оказание услуг по сопровождению автоматизированной системы ""АЦК-Финансы"", установленной в Финансовом управлении администрации Ашинского муниципального района в I полугодии 2021 года",ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ АШИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,/epz/organization/view/info.html?organizationId=633136,"874 887,00 ₽",11.01.2021,19.01.2021,19.01.2021,8890631
0160300000121000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0160300000121000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению программного продукта семейства «1С:ПРЕДПРИЯТИЕ » их обновление, консультационные услуги, обучение персонала пользованию данными ПП на основании заявок Заказчика","КОМИТЕТ ПО ФИНАНСАМ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД САРАТОВ""",/epz/organization/view/info.html?organizationId=629341,"777 600,00 ₽",11.01.2021,13.01.2021,22.01.2021,8890631
0160300000121000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0160300000121000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание консультационных услуг, услуг по сопровождению программных модулей АС «Бюджет» (ПМ «Исполнительные листы», ПМ «Применение ЭП», ПМ Расширенный аудит действий пользователей"", ПМ ""Автоматизации процессов планирования бюджета и формирования, расчета финансового обеспечения, мониторинга и оценки эффективности муниципальных заданий"")","КОМИТЕТ ПО ФИНАНСАМ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД САРАТОВ""",/epz/organization/view/info.html?organizationId=629341,"3 506 800,00 ₽",11.01.2021,11.01.2021,22.01.2021,8890631
0160300000121000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0160300000121000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание консультационных услуг, услуг по сопровождению, а также обновлению ранее установленного программного продукта ПО «Сервер обмена данными» на 1-ом рабочем месте","КОМИТЕТ ПО ФИНАНСАМ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД САРАТОВ""",/epz/organization/view/info.html?organizationId=629341,"155 660,00 ₽",11.01.2021,11.01.2021,22.01.2021,8890631
0160300000121000004,/epz/order/notice/ea44/view/common-info.html?regNumber=0160300000121000004,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению программы для ЭВМ по сбору консолидированной отчетности ""Свод-Смарт""","КОМИТЕТ ПО ФИНАНСАМ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД САРАТОВ""",/epz/organization/view/info.html?organizationId=629341,"388 800,00 ₽",11.01.2021,11.01.2021,22.01.2021,8890631
0173600000121000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0173600000121000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг с использованием экземпляров Систем «КонсультантПлюс» на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у Заказчика экземплярами Систем «КонсультантПлюс» для нужд аппарата Совета депутатов муниципального округа Якиманка",АППАРАТ СОВЕТА ДЕПУТАТОВ МУНИЦИПАЛЬНОГО ОКРУГА ЯКИМАНКА,/epz/organization/view/info.html?organizationId=2181660,"275 000,88 ₽",11.01.2021,19.01.2021,19.01.2021,8890631
0160300000121000005,/epz/order/notice/ea44/view/common-info.html?regNumber=0160300000121000005,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг с использованием экземпляров систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными экземплярами систем КонсультантПлюс в Комитете по финансам администрации муниципального образования ""Город Саратов""","КОМИТЕТ ПО ФИНАНСАМ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД САРАТОВ""",/epz/organization/view/info.html?organizationId=629341,"330 000,00 ₽",12.01.2021,27.01.2021,22.01.2021,8890631
0162300049121000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0162300049121000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","оказание информационных услуг с использованием экземпляров Системы КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс",ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА РЕВДА,/epz/organization/view/info.html?organizationId=791613,"325 999,52 ₽",12.01.2021,21.01.2021,20.01.2021,8890631
0369200022421000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0369200022421000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Услуги по сопровождению и технической поддержке установленного электронного периодического справочника ""Система ГАРАНТ""","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГРАЖДАНСКОЙ ОБОРОНЫ И ЗАЩИТЫ НАСЕЛЕНИЯ ЧЕЛЯБИНСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=736733,"145 350,70 ₽",12.01.2021,21.01.2021,20.01.2021,8890631
0108200000821000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0108200000821000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по информационно-консультационному обслуживанию и сопровождению сетевого многопользовательского комплекта справочно-правовой системы ""Консультант Плюс""",МИНИСТЕРСТВО ГОСУДАРСТВЕННОГО ИМУЩЕСТВА РЕСПУБЛИКИ МАРИЙ ЭЛ,/epz/organization/view/info.html?organizationId=672930,"154 099,33 ₽",12.01.2021,21.01.2021,20.01.2021,8890631
2036500000121000002,/epz/order/notice/ea44/view/common-info.html?regNumber=2036500000121000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг с использованием экземпляров Систем «КонсультантПлюс» на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными в Фонде капитального ремонта многоквартирных домов Тверской области экземплярами Систем «КонсультантПлюс»",ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ ТВЕРСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=2184500,"286 212,63 ₽",13.01.2021,26.01.2021,21.01.2021,8890631
0321300001121000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0321300001121000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Услуги по обеспечению функционирования системы автоматизации делопроизводства и электронного документооборота (СЭД) «Дело»,КОМИТЕТ МУНИЦИПАЛЬНОГО ЗАКАЗА И ТОРГОВЛИ АДМИНИСТРАЦИИ ГОРОДА СТАВРОПОЛЯ,/epz/organization/view/info.html?organizationId=641924,"1 402 580,00 ₽",13.01.2021,22.01.2021,21.01.2021,8890631
0124300022121000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0124300022121000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание информационных услуг по адаптации и сопровождению экземпляров Специального Выпуска Системы КонсультантПлюс,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" АРХАНГЕЛЬСКОЙ ОБЛАСТИ",/epz/organization/view/info.html?organizationId=727355,"361 427,00 ₽",13.01.2021,26.01.2021,22.01.2021,8890631
0121200001721000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0121200001721000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению единой информационно-аналитической системы ""Платформа регулирования""",РЕГИОНАЛЬНАЯ ТАРИФНАЯ КОМИССИЯ СТАВРОПОЛЬСКОГО КРАЯ,/epz/organization/view/info.html?organizationId=677930,"1 038 000,00 ₽",13.01.2021,22.01.2021,21.01.2021,8890631
0174200002021000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0174200002021000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","на оказание услуг по техническому сопровождению программного комплекса ""Региональная контрактная система""",ДЕПАРТАМЕНТ ФИНАНСОВ ГОРОДА СЕВАСТОПОЛЯ,/epz/organization/view/info.html?organizationId=2119238,"10 752 436,00 ₽",13.01.2021,22.01.2021,21.01.2021,8890631
0121200001721000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0121200001721000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",оказание информационных услуг по сопровождению экземпляров систем КонсультантПлюс,РЕГИОНАЛЬНАЯ ТАРИФНАЯ КОМИССИЯ СТАВРОПОЛЬСКОГО КРАЯ,/epz/organization/view/info.html?organizationId=677930,"687 694,16 ₽",13.01.2021,27.01.2021,21.01.2021,8890631
0372200049821000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0372200049821000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению  программного продукта «Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико-Страхового Обслуживания Населения» «САМСОН»  для нужд Санкт-Петербургского Государственного бюджетного учреждения здравоохранения ""Городская поликлиника №34"" в 2021 году","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №34""",/epz/organization/view/info.html?organizationId=690040,"394 782,00 ₽",14.01.2021,22.01.2021,22.01.2021,8890631
0850100001121000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0850100001121000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание информационных услуг с использованием экземпляров Специальных выпусков справочно-правовой Системы Консультант.,"УПРАВЛЕНИЕ ""В"" СЛУЖБЫ БЕЗОПАСНОСТИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ",/epz/organization/view/info.html?organizationId=2077156,"419 872,20 ₽",14.01.2021,22.01.2021,22.01.2021,8890631
0108200001621000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0108200001621000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг с использованием экземпляров Справочно-Правовой Системы Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными ранее экземплярами Систем Консультант Плюс","МИНИСТЕРСТВО ПРИРОДНЫХ РЕСУРСОВ, ЭКОЛОГИИ И ОХРАНЫ ОКРУЖАЮЩЕЙ СРЕДЫ РЕСПУБЛИКИ МАРИЙ ЭЛ",/epz/organization/view/info.html?organizationId=652419,"155 400,00 ₽",14.01.2021,25.01.2021,22.01.2021,8890631
0322300064521000001,/epz/order/notice/zk504/view/common-info.html?regNumber=0322300064521000001,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме",Оказание информационных услуг с использованием экземпляров справочно - правовой системы «Консультант Плюс»,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ХАБАРОВСКОГО КРАЯ (Г. КОМСОМОЛЬСК-НА-АМУРЕ)",/epz/organization/view/info.html?organizationId=712009,"203 135,30 ₽",14.01.2021,26.01.2021,26.01.2021,8890631
0362300228721000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0362300228721000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуги по информационному сопровождению и обновлению ранее установленной справочно-правовой системы КонсультантПлюс,"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ИРБИТ ""СЛУЖБА СУБСИДИЙ""",/epz/organization/view/info.html?organizationId=751901,"345 774,00 ₽",14.01.2021,27.01.2021,22.01.2021,8890631
0142300040821000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0142300040821000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг с использованием специального программного обеспечения, обеспечивающего совместимость услуг с имеющимися у Заказчика системами КонсультантПлюс",АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА СЕРГИЕВСКИЙ САМАРСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=692027,"157 608,00 ₽",14.01.2021,25.01.2021,22.01.2021,8890631
0114300001921000005,/epz/order/notice/ea44/view/common-info.html?regNumber=0114300001921000005,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по введении реестра в среде программного продукта на территории Заказчика,"ОРГАН МЕСТНОГО САМОУПРАВЛЕНИЯ  ""АДМИНИСТРАЦИЯ ГОРОДА КАРАБУЛАК""",/epz/organization/view/info.html?organizationId=728753,"312 000,00 ₽",14.01.2021,22.01.2021,22.01.2021,8890631
0160300039921000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0160300039921000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Информационное обслуживание комплекта СПС ГАРАНТ,АДМИНИСТРАЦИЯ САРАТОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=631820,"218 188,23 ₽",14.01.2021,22.01.2021,22.01.2021,8890631
0123300016721000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0123300016721000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по информационному обслуживанию экземпляров справочной правовой системы КонсультантПлюс, 
установленных в администрации города Шимановска",АДМИНИСТРАЦИЯ ГОРОДА ШИМАНОВСКА,/epz/organization/view/info.html?organizationId=739060,"198 685,63 ₽",14.01.2021,25.01.2021,22.01.2021,8890631
