reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
0162300023421000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0162300023421000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Ежемесячное сопровождение программного продукта для начисления и расчета компенсаций и субсидий на оплату ЖКУ,АДМИНИСТРАЦИЯ  НОВОЛЯЛИНСКОГО ГОРОДСКОГО ОКРУГА,/epz/organization/view/info.html?organizationId=758110,"102 000,00 ₽",15.01.2021,27.01.2021,25.01.2021,8890639
0118300013321000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0118300013321000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по подключению учреждений к Информационной системе централизованного бюджетного учета АС «Смета»,АДМИНИСТРАЦИЯ  МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НОВОРОССИЙСК,/epz/organization/view/info.html?organizationId=659529,"142 000,00 ₽",15.01.2021,09.02.2021,08.02.2021,8890639
0321500000221000005,/epz/order/notice/ea44/view/common-info.html?regNumber=0321500000221000005,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",поставка и установка опции DICOM к медицинскому оборудованию,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬСКИЙ КРАЕВОЙ КЛИНИЧЕСКИЙ ПЕРИНАТАЛЬНЫЙ ЦЕНТР № 1""",/epz/organization/view/info.html?organizationId=2185157,"2 634 765,60 ₽",17.01.2021,28.01.2021,26.01.2021,8890639
1449200000121000002,/epz/order/notice/zk504/view/common-info.html?regNumber=1449200000121000002,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме для заключения энергосервисного контракта",Оказание услуг по предоставлению неисключительных (пользовательских) лицензионных прав на использование программного обеспечения AutoCad,"НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД КАПИТАЛЬНОГО РЕМОНТА ОБЩЕГО ИМУЩЕСТВА В МНОГОКВАРТИРНЫХ ДОМАХ В МУРМАНСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=2202006,"168 324,00 ₽",18.01.2021,27.01.2021,26.01.2021,8890639
0348100010521000001,/epz/order/notice/ok504/view/common-info.html?regNumber=0348100010521000001,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме",Выполнение работ по модернизации (доработке) специального программного обеспечения комплексов обработки избирательных бюллетеней 2017 модели БАВУ.201119.013,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ИНФОРМАТИЗАЦИИ ПРИ ЦЕНТРАЛЬНОЙ ИЗБИРАТЕЛЬНОЙ КОМИССИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""",/epz/organization/view/info.html?organizationId=707515,"20 612 953,22 ₽",20.01.2021,15.02.2021,12.02.2021,8890639
0348100010521000002,/epz/order/notice/ok504/view/common-info.html?regNumber=0348100010521000002,Определение поставщика отменено,"44-ФЗ
                                   Открытый конкурс в электронной форме",Выполнение работ по модернизации (доработке) встроенного прикладного программного обеспечения комплексов обработки избирательных бюллетеней 2010 модели 17404049.438900.001,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ИНФОРМАТИЗАЦИИ ПРИ ЦЕНТРАЛЬНОЙ ИЗБИРАТЕЛЬНОЙ КОМИССИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""",/epz/organization/view/info.html?organizationId=707515,"14 516 971,83 ₽",20.01.2021,22.01.2021,12.02.2021,8890639
0348100010521000003,/epz/order/notice/ok504/view/common-info.html?regNumber=0348100010521000003,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме",Выполнение работ по модернизации (доработке) специального программного обеспечения комплексов обработки избирательных бюллетеней 2017 модели 17404049.5013009.008-01,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ИНФОРМАТИЗАЦИИ ПРИ ЦЕНТРАЛЬНОЙ ИЗБИРАТЕЛЬНОЙ КОМИССИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""",/epz/organization/view/info.html?organizationId=707515,"8 565 348,00 ₽",20.01.2021,15.02.2021,12.02.2021,8890639
0118300013321000033,/epz/order/notice/ea44/view/common-info.html?regNumber=0118300013321000033,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по подключению учреждений к Информационной системе централизованного бюджетного учета АС «Смета»,АДМИНИСТРАЦИЯ  МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НОВОРОССИЙСК,/epz/organization/view/info.html?organizationId=659529,"1 028 877,70 ₽",21.01.2021,09.02.2021,08.02.2021,8890639
0176300005421000004,/epz/order/notice/ea44/view/common-info.html?regNumber=0176300005421000004,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГИАГИНСКИЙ РАЙОН""",/epz/organization/view/info.html?organizationId=798606,"325 000,00 ₽",25.01.2021,05.02.2021,02.02.2021,8890639
0362300176521000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0362300176521000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по предоставлению годового пакета обновлений программного комплекса ""АСКВ""","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДА АСБЕСТА""",/epz/organization/view/info.html?organizationId=719057,"597 957,12 ₽",26.01.2021,03.02.2021,03.02.2021,8890639
