reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
0173300008021000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0173300008021000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",АППАРАТ СОВЕТА ДЕПУТАТОВ МУНИЦИПАЛЬНОГО ОКРУГА САВЕЛКИ,/epz/organization/view/info.html?organizationId=812707,"329 600,00 ₽",11.01.2021,20.01.2021,19.01.2021,8890640
0332300176221000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0332300176221000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание информационных услуг,АДМИНИСТРАЦИЯ ТОНКИНСКОГО  МУНИЦИПАЛЬНОГО  РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=649062,"166 272,00 ₽",11.01.2021,25.01.2021,19.01.2021,8890640
0159000000121000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0159000000121000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг с использованием экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными в Избирательной комиссии Рязанской области экземплярами систем КонсультантПлюс",ИЗБИРАТЕЛЬНАЯ КОМИССИЯ РЯЗАНСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=782564,"102 696,00 ₽",11.01.2021,19.01.2021,19.01.2021,8890640
0169300040421000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0169300040421000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по техническому сопровождению программы для ЭВМ ""БИС-СБОР"" в части формирования и ведения реестров расходных обязательств (РРО) и предоставлению неисключительных (пользовательских) прав на использование программы для ЭВМ версии 2021 года для нужд Финансового управления администрации Октябрьского муниципального района Челябинской области",АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,/epz/organization/view/info.html?organizationId=805394,"161 051,00 ₽",12.01.2021,20.01.2021,20.01.2021,8890640
0169300040421000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0169300040421000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению автоматизированной системы 
«АЦК – Финансы»",АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,/epz/organization/view/info.html?organizationId=805394,"2 036 317,00 ₽",12.01.2021,21.01.2021,21.01.2021,8890640
0138200000421000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0138200000421000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению электронного периодического справочника ""Система ГАРАНТ""",АГЕНТСТВО ПО ВЕТЕРИНАРИИ КАМЧАТСКОГО КРАЯ,/epz/organization/view/info.html?organizationId=703462,"191 000,00 ₽",12.01.2021,21.01.2021,20.01.2021,8890640
0318300065121000005,/epz/order/notice/ea44/view/common-info.html?regNumber=0318300065121000005,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Услуги по сопровождению программных продуктов «АС «Бюджет», АС «УРМ», ПО «Сервер обмена данными», а также дополнительных программных модулей и функциональных возможностей к этим программным продуктам, имеющихся у Заказчика",АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ АБИНСКИЙ РАЙОН,/epz/organization/view/info.html?organizationId=657661,"1 243 781,00 ₽",13.01.2021,21.01.2021,21.01.2021,8890640
0372200264021000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0372200264021000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по обслуживанию медицинской информационной системы КПС ""Виста-МЕД""","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР № 12""",/epz/organization/view/info.html?organizationId=705948,"478 596,00 ₽",13.01.2021,22.01.2021,21.01.2021,8890640
0873200001721000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0873200001721000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Аукцион в электронной форме на оказание услуг по обеспечению абонентского обслуживания персональных трекеров для нужд ГБУЗ «Центр паллиативной помощи ДЗМ» в 2021 году,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР ПАЛЛИАТИВНОЙ ПОМОЩИ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",/epz/organization/view/info.html?organizationId=1407404,"988 166,67 ₽",13.01.2021,25.01.2021,21.01.2021,8890640
0372200288721000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0372200288721000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","оказание информационных услуг с использованием экземпляров Систем «КонсультантПлюс» на основе специального лицензионного программного обеспечения, обеспечивающего совместность информационных услуг с установленными у заказчика экземплярами Систем «КонсультантПлюс»для нужд СПб ГБУСОН ""ЦСПСиД Колпинского района Санкт-Петербурга""","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ""ЦЕНТР СОЦИАЛЬНОЙ ПОМОЩИ СЕМЬЕ И ДЕТЯМ КОЛПИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""",/epz/organization/view/info.html?organizationId=2132745,"492 493,68 ₽",14.01.2021,22.01.2021,22.01.2021,8890640
0175200003021000007,/epz/order/notice/ea44/view/common-info.html?regNumber=0175200003021000007,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Сервисное сопровождение и техническое обслуживание ВЗСПД,ГОСУДАРСТВЕННЫЙ КОМИТЕТ ПО ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ И КАДАСТРУ РЕСПУБЛИКИ КРЫМ,/epz/organization/view/info.html?organizationId=2121387,"2 675 749,96 ₽",14.01.2021,26.01.2021,26.01.2021,8890640
0368300000121000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0368300000121000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению Электронного периодического справочника «Система Гарант» (справочно-информационной базы данных) (далее ЭПС «Система Гарант»), содержащей информацию о текущем состоянии законодательства Российской Федерации, путем предоставления в электронном виде по каналам связи посредством телекоммуникационной сети Интернет формируемых текущих версий специальных информационных массивов (далее –СИМ) ЭПС «Система Гарант»",УПРАВЛЕНИЕ ПО МУНИЦИПАЛЬНЫМ ЗАКУПКАМ И РЕГУЛИРОВАНИЮ ТАРИФОВ АДМИНИСТРАЦИИ ГОРОДА УЛЬЯНОВСКА,/epz/organization/view/info.html?organizationId=620259,"209 000,00 ₽",15.01.2021,25.01.2021,25.01.2021,8890640
