reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
0130200002421000001,/epz/order/notice/ok504/view/common-info.html?regNumber=0130200002421000001,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме",Выполнение работ по развитию региональной информационной системы «Закупки Вологодской области» в части информационного взаимодействия с банком данных и модулем исполнения контрактов,КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=613128,"3 900 000,00 ₽",12.01.2021,11.02.2021,04.02.2021,8890621
0169300028421000007,/epz/order/notice/ea44/view/common-info.html?regNumber=0169300028421000007,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению автоматизированной системы «АЦК-Финансы», установленной в Финансовом управлении Кизильского муниципального района",АДМИНИСТРАЦИЯ КИЗИЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,/epz/organization/view/info.html?organizationId=674404,"1 778 454,50 ₽",13.01.2021,25.01.2021,25.01.2021,8890621
0164200003021000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0164200003021000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","оказание услуг по развитию (модернизации) и сопровождению государственной региональной информационной системы в сфере закупок товаров, работ, услуг для обеспечения нужд Тамбовской области",КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ТАМБОВСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=668031,"2 650 000,00 ₽",13.01.2021,21.01.2021,21.01.2021,8890621
0174200002021000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0174200002021000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","на оказание услуг по донастройке модулей программного комплекса ""Региональная контрактная система""",ДЕПАРТАМЕНТ ФИНАНСОВ ГОРОДА СЕВАСТОПОЛЯ,/epz/organization/view/info.html?organizationId=2119238,"18 483 333,33 ₽",13.01.2021,22.01.2021,21.01.2021,8890621
0174200002021000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0174200002021000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","на оказание услуг по донастройке модулей программного комплекса ""Региональная контрактная система""",ДЕПАРТАМЕНТ ФИНАНСОВ ГОРОДА СЕВАСТОПОЛЯ,/epz/organization/view/info.html?organizationId=2119238,"5 200 000,00 ₽",13.01.2021,22.01.2021,21.01.2021,8890621
0156300065621000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0156300065621000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по созданию автоматизированной информационной системы ""Мониторинг объектов потребительского рынка""",ДЕПАРТАМЕНТ ЭКОНОМИКИ И ПРОМЫШЛЕННОЙ ПОЛИТИКИ АДМИНИСТРАЦИИ ГОРОДА ПЕРМИ,/epz/organization/view/info.html?organizationId=2135949,"1 300 000,00 ₽",15.01.2021,27.01.2021,26.01.2021,8890621
0373100119021000001,/epz/order/notice/zkk44/view/common-info.html?regNumber=0373100119021000001,Подача заявок,"44-ФЗ
                                   Закрытый конкурс","Расширение функциональных возможностей средств мониторинга открытой информации и формирования специализированного информационного ресурса в области криптографии и безопасности информационных технологий, шифр ""МАК-2021""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""АКАДЕМИЯ КРИПТОГРАФИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""",/epz/organization/view/info.html?organizationId=791494,"5 050 000,00 ₽",15.01.2021,15.01.2021,15.02.2021,8890621
0169300028821000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0169300028821000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по сопровождению программы для ЭВМ «БИС-СБОР» и предоставление неисключительных (пользовательских) прав на использование программ для ЭВМ версии 2021 г.,УПРАВЛЕНИЕ ПО МУНИЦИПАЛЬНОМУ ИМУЩЕСТВУ И ЗЕМЕЛЬНЫМ ОТНОШЕНИЯМ АДМИНИСТРАЦИИ НАГАЙБАКСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЧЕЛЯБИНСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=633975,"647 937,40 ₽",18.01.2021,26.01.2021,26.01.2021,8890621
0162300017921000009,/epz/order/notice/ea44/view/common-info.html?regNumber=0162300017921000009,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг с использованием установленных СПС ""КонсультантПлюс""",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СТАРОУТКИНСК,/epz/organization/view/info.html?organizationId=703413,"273 085,63 ₽",18.01.2021,02.02.2021,27.01.2021,8890621
0173100008721000001,/epz/order/notice/ok504/view/common-info.html?regNumber=0173100008721000001,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме","Выполнение работ по созданию и внедрению модуля
«Анализ и аудит корпораций и государственных компаний» в составе Базовой
цифровой платформы в рамках цифровизации Счетной палаты Российской Федерации",СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ,/epz/organization/view/info.html?organizationId=746307,"20 401 950,00 ₽",18.01.2021,17.02.2021,10.02.2021,8890621
0173100000421000009,/epz/order/notice/ok504/view/common-info.html?regNumber=0173100000421000009,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме",Оказание услуг в области информационных технологий по доработке Информационной системы в части цифровой трансформации государственных услуг,ФЕДЕРАЛЬНОЕ АГЕНТСТВО СВЯЗИ,/epz/organization/view/info.html?organizationId=708726,"9 434 000,00 ₽",18.01.2021,09.02.2021,09.02.2021,8890621
0302200030421000001,/epz/order/notice/zk504/view/common-info.html?regNumber=0302200030421000001,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме",Оказание услуг по разработке и внедрению  программного обеспечения  для  взаимодействия АИС «Имущественно-земельный комплекс»  с сервисами СМЭВ,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ РЕСПУБЛИКИ БУРЯТИЯ""",/epz/organization/view/info.html?organizationId=860434,"200 000,00 ₽",19.01.2021,28.01.2021,27.01.2021,8890621
