reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
0874200003321000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0874200003321000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","На оказание услуги по продлению права использования сетевых версий базы данных Справочной правовой системы КонсультантПлюс «СПС КонсультантПлюс: Республика Крым и город Севастополь СпецВыпуск», «СС КонсультантБухгалтер: Вопросы-ответы», «СС КонсультантПлюс: Комментарии законодательства», «СПС Консультант: Бюджетные организации Серия А» на условиях простой (неисключительной) лицензии","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ ДЕПАРТАМЕНТА ОБРАЗОВАНИЯ И НАУКИ ГОРОДА СЕВАСТОПОЛЯ""",/epz/organization/view/info.html?organizationId=2129683,"520 713,72 ₽",14.01.2021,22.01.2021,22.01.2021,8890643
0172300008721000001,/epz/order/notice/zk504/view/common-info.html?regNumber=0172300008721000001,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме","Информационные услуги по обслуживанию "" СПС КонсультантПлюс",МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ САНКТ-ПЕТЕРБУРГА МУНИЦИПАЛЬНОГО ОКРУГА КОНСТАНТИНОВСКОЕ,/epz/organization/view/info.html?organizationId=640702,"136 230,05 ₽",15.01.2021,01.02.2021,25.01.2021,8890643
0302200010221000001,/epz/order/notice/zk504/view/common-info.html?regNumber=0302200010221000001,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме",Сопровождение  ранее установленной системы нормативно-технической документации «Техэксперт: Базовые нормативные документы. Лаборатория» для нужд БУ ветеринарии «Бурятская республиканская станция по борьбе с болезнями животных»,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВЕТЕРИНАРИИ ""БУРЯТСКАЯ РЕСПУБЛИКАНСКАЯ СТАНЦИЯ ПО БОРЬБЕ С БОЛЕЗНЯМИ ЖИВОТНЫХ""",/epz/organization/view/info.html?organizationId=723983,"157 926,00 ₽",17.01.2021,01.02.2021,25.01.2021,8890643
0151300003821000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0151300003821000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по предоставлению (передаче) неисключительных (ограниченных) прав (простых неисключительных лицензий) на использование лицензионного программного обеспечения «1С: Предприятие 8. Расширенная корпоративная лицензия» (РКЛ) на 12 месяцев.,ДЕПАРТАМЕНТ ОБРАЗОВАНИЯ МЭРИИ ГОРОДА НОВОСИБИРСКА,/epz/organization/view/info.html?organizationId=618770,"1 540 500,00 ₽",19.01.2021,03.02.2021,29.01.2021,8890643
0362200063521000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0362200063521000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг по обновлению, адаптации, дополнению и сопровождению справочно-правовых систем Консультант Плюс","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПОЖАРНО-ТЕХНИЧЕСКОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ОТРЯД ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ СВЕРДЛОВСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=810809,"144 828,24 ₽",20.01.2021,31.01.2021,28.01.2021,8890643
0711200022121000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0711200022121000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг по сопровождению имеющейся справочной правовой системы в виде предоставления информации о текущем состоянии законодательства Российской Федерации и Республики Татарстан с использованием экземпляров ЭПС «Система ГАРАНТ, обеспечивающих совместимость информационных услуг с ранее установленными у Заказчика экземплярами ЭПС «Система ГАРАНТ» (компьютерная база данных)","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛЬМЕТЬЕВСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ""",/epz/organization/view/info.html?organizationId=1426814,"110 956,56 ₽",20.01.2021,01.02.2021,28.01.2021,8890643
0131200001021000019,/epz/order/notice/ea44/view/common-info.html?regNumber=0131200001021000019,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","2021-00033_Информационные услуги с использованием экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у заказчика экземплярами Систем Консультант Плюс.",УПРАВЛЕНИЕ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=713753,"175 000,00 ₽",21.01.2021,01.02.2021,29.01.2021,8890643
0873500000821000025,/epz/order/notice/ea44/view/common-info.html?regNumber=0873500000821000025,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по предоставлению доступов к информационному ресурсу, содержащему сведения о зарегистрированных юридических лицах и индивидуальных предпринимателях, и информационному ресурсу, содержащему сведения о закупочной деятельности, для ГКУ Дирекция ДОНМ в 2021-2023 годах",ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ГОСУДАРСТВЕННЫХ УЧРЕЖДЕНИЙ ДЕПАРТАМЕНТА ОБРАЗОВАНИЯ И НАУКИ ГОРОДА МОСКВЫ,/epz/organization/view/info.html?organizationId=2204381,"4 402 784,16 ₽",21.01.2021,12.03.2021,12.03.2021,8890643
0167200003421000021,/epz/order/notice/ea44/view/common-info.html?regNumber=0167200003421000021,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг на предоставление доступа к системе мониторинга и анализа информационных материалов СМИ,УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК ТЮМЕНСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=629156,"300 000,00 ₽",21.01.2021,01.02.2021,29.01.2021,8890643
0151300042421000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0151300042421000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по сопровождению электронного периодического справочника «Система ГАРАНТ»,АДМИНИСТРАЦИЯ МАСЛЯНИНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=701294,"160 000,00 ₽",25.01.2021,09.02.2021,05.02.2021,8890643
0369200006321000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0369200006321000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",оказание услуг по сопровождению и технической поддержке лицензионного программного обеспечения СУБД САСНЕ,ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ ГОРОДА ТРОИЦКА,/epz/organization/view/info.html?organizationId=618399,"134 400,00 ₽",25.01.2021,02.02.2021,02.02.2021,8890643
0318200072321000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0318200072321000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по передаче Сертификата на оказание услуг по мониторингу событий информационной безопасности объектов ЗСПД и комплексному техническому сопровождению СОИБ.,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР № 1"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",/epz/organization/view/info.html?organizationId=761844,"506 604,50 ₽",25.01.2021,02.02.2021,02.02.2021,8890643
0187300005821000015,/epz/order/notice/ea44/view/common-info.html?regNumber=0187300005821000015,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по предоставлению информации о текущем состоянии законодательства Российской Федерации в виде сопровождения электронной справочно-правовой системы «Гарант».,АДМИНИСТРАЦИЯ ГОРОДА ЮГОРСКА,/epz/organization/view/info.html?organizationId=712204,"106 650,00 ₽",26.01.2021,09.02.2021,08.02.2021,8890643
0188200000221000004,/epz/order/notice/ea44/view/common-info.html?regNumber=0188200000221000004,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по продлению права использования Системы Госзаказ на условиях простой (неисключительной) лицензии,ДУМА ЧУКОТСКОГО АВТОНОМНОГО ОКРУГА,/epz/organization/view/info.html?organizationId=671382,"112 734,63 ₽",26.01.2021,03.02.2021,03.02.2021,8890643
