reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
0171200001921000017,/epz/order/notice/ea44/view/common-info.html?regNumber=0171200001921000017,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Организация автоматизированного информационного взаимодействия системы-112 Ярославской области с многоуровневой навигационно-информационной системой мониторинга транспортных средств МЧС России на базе использования системы ГЛОНАСС,ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=779985,"3 280 000,00 ₽",28.01.2021,08.02.2021,05.02.2021,8890629
0124200000621000170,/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000621000170,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг на продление неисключительных прав использования баз данных,КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=658948,"241 055,00 ₽",01.02.2021,09.02.2021,09.02.2021,8890629
0869200000221000337,/epz/order/notice/ea44/view/common-info.html?regNumber=0869200000221000337,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуги по
информационно-технической поддержке пользователей импортозамещенного
программного обеспечения","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК ЧЕЛЯБИНСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=2160181,"2 454 800,00 ₽",18.02.2021,02.03.2021,26.02.2021,8890629
0373200069621000059,/epz/order/notice/ea44/view/common-info.html?regNumber=0373200069621000059,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Электронный аукцион на оказание услуг по установке микробиологической ЛИС для нужд ГБУЗ ""ДЦЛИ ДЗМ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",/epz/organization/view/info.html?organizationId=637783,"4 752 400,00 ₽",03.03.2021,16.03.2021,11.03.2021,8890629
0311100008321000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0311100008321000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по внедрению программы SciOffice,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ""",/epz/organization/view/info.html?organizationId=611580,"1 100 000,00 ₽",04.03.2021,15.03.2021,12.03.2021,8890629
0347200004221000011,/epz/order/notice/ea44/view/common-info.html?regNumber=0347200004221000011,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по развитию информационной системы управления общественными финансами «Электронный бюджет Магаданской области» в части подключения пользователей ОГКУ «ПСЦ ГО ЗНТ и ПБ Магаданской области» к подсистеме формирования первичной бюджетной (бухгалтерской) отчетности,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЖАРНО-СПАСАТЕЛЬНЫЙ ЦЕНТР ГРАЖДАНСКОЙ ОБОРОНЫ, ЗАЩИТЫ НАСЕЛЕНИЯ, ТЕРРИТОРИЙ И ПОЖАРНОЙ БЕЗОПАСНОСТИ МАГАДАНСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=690918,"1 533 333,33 ₽",12.03.2021,22.03.2021,22.03.2021,8890629
0373200086721000232,/epz/order/notice/zk504/view/common-info.html?regNumber=0373200086721000232,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме",Оказание услуг по обновлению и информационному  обслуживанию программного комплекса «Единые сметные нормативы» в 2021 году для нужд ГКУ «Дирекция ЖКХиБ ЮАО»,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА""",/epz/organization/view/info.html?organizationId=658716,"409 550,00 ₽",12.03.2021,30.03.2021,22.03.2021,8890629
0173100001521000017,/epz/order/notice/ok504/view/common-info.html?regNumber=0173100001521000017,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме",Выполнение специальных работ по защите информации на объектах информатизации ФТС России,ФЕДЕРАЛЬНАЯ ТАМОЖЕННАЯ СЛУЖБА,/epz/organization/view/info.html?organizationId=669405,"35 000 000,00 ₽",13.04.2021,28.06.2021,15.06.2021,8890629
0342100007421000010,/epz/order/notice/ea44/view/common-info.html?regNumber=0342100007421000010,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Модернизация локальной компьютерной сети Самарского областного суда,САМАРСКИЙ ОБЛАСТНОЙ СУД,/epz/organization/view/info.html?organizationId=781119,"1 600 000,00 ₽",22.04.2021,12.05.2021,30.04.2021,8890629
0187200001721000413,/epz/order/notice/ea44/view/common-info.html?regNumber=0187200001721000413,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Выполнение работ по модернизации подсистемы обработки и хранения базы данных системы электронного документооборота медицинских организаций Ханты-Мансийского автономного округа – Югры,ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ,/epz/organization/view/info.html?organizationId=663495,"21 129 580,04 ₽",30.04.2021,19.05.2021,18.05.2021,8890629
